tweet,class
trap drug get kind bitch lmao,1
trap motherfuck juggin like bitch catch traffic might juggin yo bitch  [@],1
trash [@] black peopl play rampb amp hip hop partiesplay dubstep houseyal coon need expand,1
trash see capit trash [@] wtf oreo song kelli   tf,1
treatin yo hoe like yo bestfriend like wifey,1
trend  adult human skull found trash connecticut [LINK] [LINK],0
trey songz sing actual right good song trey songz relev thirsti black bitch,1
trey songz went look ass bitch repli nicki ,1
trip ball onlsd bitch,1
trust bitch wife bitch,1
trust say foot stomp hurt like fuck bitch,1
trust say shouldnt trust tweet bae bruh real quick hoe drop nigga real quick,1
trust nigga fear bitch ,1
trust player fear bitch,1
trust none bitch,1
trust none bitch wife bitch bitch,1
truth [@] faggot would turn hairi pussi,1
truth told pussi ,1
truth [@] ate yellow snow child,1
truth your smelli barn bitch,1
truuuuuuuuue [@] bitch fine tho [@] old old ass life fine,1
truuuuuuuuuuu fact niggaz pussi nd tag em [@] nd cassidi rp nigga let [LINK],1
tri rex new water roast tomatopotato sawdust cracker load enough sodium make lot wife look unsavori  box,0
tri take othot drug bitch,1
tryna sumbodi cinnamon appl [@] trust bitch wit pussi tast like cinnamon appl [LINK],1
tryna determin bad bitch twitter save [LINK],1
tryna get home like base base base closet look like planet bath ape,0
tryna save hoe wanna save nope nope nope,1
tuna good rest trash [@] can spam [@] struggl food meat tuna includ,0
tupac could fuck bitch world  nigga cri pic took bitch,1
turk hoe yall,1
turn fuck nigguh rebound,1
turn hoe hous wife bet,1
turn bitch ,1
turn magic color light longexposur lightwrit [LINK],0
turn entir fuck hoe,1
turnup hoe,1
twatch sound like twat,1
tweakin hoe,1
tweekin hoe ,1
twice divorc teabagg florida attorney gener say marriag reserv stabl endur famili unit [LINK] wtf,1
twice divorc teabagg florida attorney gener say marriag reserv stabl endur famili unit [LINK],0
twinki unfil odd fill,0
twitter game point tonight btw guy havent caught your full retard,1
twitter taught mani bitch made nigga world fool,1
twitter fag,1
twitter like friend sometim forget visit call act like bitchi mcbitcherson side bitch,1
twitter trash,0
twitter let know everi hoe everi citi countri,1
twitter nigga alway want unprotect sex noth ass bitch nah,1
twitter pic flossin hoe talkin [@] [@],1
twitter watch bitch,1
twitter bitch,1
twitter littl blue bird name larri celtic isu larri bird stick ticker twtr,0
two blond dyke wanna kiss night pray god shit go right,1
two day gone gone long get phone bitch done wit meeeeee,1
two dyke fightin bitch lol gtfoh,1
two foreign hoe iont like basic,1
two hoe [@] yall know  [LINK],1
two horni guy play sexi av model trim pussi fuckher [LINK],1
two horni guy take turn beat shit tight teen pinkpussi [LINK],1
two red bone kissin da back seat,0
two year strong honki  [@] [LINK],1
tyga drake two light skin bitch choos fight would go guy compton one toronto,1
tyga hoe poot muthafuckin face bout fight bruh,1
tyler bitch sorri,1
tym  lyt di blunt holla [@] hoe,1
type nicca owe yu money still ask go blunt,1
typic bitch break tweet smfh,1
typic hate antichristian mental ugli dyke trash pig coupl jennif mccarthi melisa erwin [LINK],1
tyra bank still get paid america next top model run bitch bossi ,1
tyres trash,0
lil stupid ass bitch aint fuck wit youuuu,1
bitch still fuccin bush,1
stay amp expect chang truli expect good man call nigga niggerit mean good person,1
coon wait wear oreo js,1
coon watch love hip hop aint,1
corn fli bitch seed lime green full crystal,1
ever seen bitch talk shit anoth bitch see hang togeth,1
fucken bitch wifi,1
got twin bed yo bitch ass better invit yo crib better sleep futon boy,1
got nigga got bitch ,1
hoe hawkin ritta today aint yall,1
know pussi good sound like mix spaghetti hit lol,1
know bitch hard [LINK],1
look like dyke pic lol,1
nigga dnt like bet fck yo bitch tho ,1
hoe booti hangin,1
hit list bitch kill yo self,1
oversteppin boundir sidelin hoe,1
see super bad bitch club nigga understand got  chanc meet happyhour,1
seriou bro lol [@] earli bird special,0
still fuck old bitch  disrespect like shit [LINK],1
sure tha bitch aint slump dead  lol [@] thot   [LINK],1
think nig,1
wanna piss hoe club amp front tryna danc right tweet,1
want big tittyd hoedyk wash ya rim ll [@] expect chick da bikini car wash rid rim brake dust,1
want go militari yo bitch ass couldnt handl nobodi shoot shut yo mf mouth salut,1
wonder answer wonder money nigga act like bitch day,1
see sober less got court mari best bitch life,1
updat three arrst german gay guy left critic condit fag bash belgrad [LINK],1
us spi plane fli british sky hunt jihadi john assoc advanc tech [LINK] via [@],0
ugh stand bitch smoke black amp mild make itch,1
ugh fuckin hate bitch answer call ewwwwwww [@],1
ugh realli wait get paid tomorrow spend hoe ,1
ugh littl bitch ,1
ugh bad bitch pictur come soon ,1
ugh he mine bitch he mine amp mine babi man know amp awar,1
ugh like hate momma get talk proper like bitch stfu,1
ugh crazi bitch crucibl smh,1
ugli ass hoe wanna bad bitch gone ,1
ugli bitch alway trynna take pic angl  guess best side,1
ugli bitch know get crib sun come ,1
ugli bitch listen yall havin stank attitud yall noth work person fuck,1
ugli bitch post retard shit social media,1
ugli bitch stay sub,1
ugli fuck nigger babi thought gorilla first [LINK],1
ugli hoe favorit line far ugli like naw hoe closer think,1
ugli hoe attitud kill ratchet need nice caus look sure aint get nowher,1
uh codi call punk ass bitch said think meant say boss ass bitch let go ctfu ,1
uh oh [@] control yo bitch want shit simpl,1
uh long till appl come newest incarn iphon readi two year bitch still goe,1
uhhh bitch,1
ummm hoe need guidanc better yet baptism,1
ummmso happi fairi appar took crap twitter made allhappi,1
un pollito cruzaba la frontera un zorro se tropieza con el pollo el zorro le dice sorri el pollo le dice [LINK],0
uncal [@] trash [@]  one best [LINK],0
uncl tom hypocrit [LINK],1
uncl tom ass muhfucka,1
unemploy nigga get bitch factdontargu,1
unfortun love tho [@] [@] hoe,1
ungrat bitch never happi happi mean aint happi youngjef,1
ungrat shit lol [@] send uber new way tryna pay pussi  lol pl,1
unintend consequ current fed regul tray uneaten food thrown trash hungri kid [LINK],0
unk said bitch hit bottl pussi start snappin lmao,1
unlik yall bore ass bitch lol,1
unloy girl turn good guy asshol ampamp unloy guy turn good women big time bitch,1
next time redneck  see  [@] redneck paycheck [LINK],1
hoe start actual fuck give prop hoe trash ,1
let heat pop bitch,1
earli dat good dope wit nicca,1
earli bitch drive denton omg move alreadi,0
bitch like elev,1
like eagl tryna catch earli bird catch worm,0
earli damn bird still chirp smh,1
upstat hoe love south nigga south femal love upstat nigga,1
fat  thick differ bitch,1
act sound infront ae awfi cunt nd break fukin phone tae,1
use trap bird fli like birdddd,0
use dollar menu amp spectat mall buy bitch caus shit want ,1
use girlfriend got hoe,1
vp joe dildo still want gun hey joe fu oath break prick need rout how feel honkey whippin boy,1
vagina flavor bacon bitch,1
val bitch,1
valu moneyvalu dickdont buy trashdont fuck trash,1
vandal pussyit,1
vanessa fuckin faggot,1
vega  day bitch,1
venti ice water make snappi hoe,1
verizon custom servic trash fuck store havent greet noth,1
versac belt lv wallet cut need realli show ass littl bitch,1
vice news interview canadian jihadi poem translat f sound track [LINK] [LINK],0
video charli baker campaign team deni contact gov patrick meet [LINK],0
video charli baker make final push vote [LINK],0
video charli baker rememb tom menino [LINK],0
video record charli baker [LINK],0
video shi glizzi  trustmyself [LINK],0
view ghetto aint bad rio [LINK],0
vine fill pussi lol smh,1
vintag gold diamond engag ring  k yellow gold uniqu ring size  vintagebaublesnbit [LINK] via [@],0
viola auntiey call white trash women white trash like primetim htgawm,0
virtual zero protect lgbtq person alabama lot accept either think queer alabamian kid today,0
walk hr [@],0
watch  salut vet tuesday jihadi bitch slay mk ms fire taliban cockroach firefight [LINK],1
watchmilitari monday jihadi bitch slay badass  silenc taliban intens night time firefight [LINK],1
watchobama newli releas gitmo jihadi link terrorist syria [LINK] [LINK],0
watch excit isi jihadi get yezidi sex slave distribut day [LINK] isi tcot pjnet lnyhbt gop,0
watch excit isi jihadi get yezidi sex slave distribut day [LINK] tcot lnyhbt pjnet tgdn gop,1
watch excit isi jihadi get yezidi sex slave distribut day [LINK] [LINK],0
wdmc [@] shit male hoe go [LINK],1
salut vet  tuesday jihadi bitch slay mk ms fire taliban cockroach du [LINK] tcot pjnet,1
webber [@] sz vnd restor dream crack midsol sole separ fog bubbl  [LINK],0
wh obama name holder replac rube alreadi cast midterm ballot  hot air [LINK],0
wib play next fri silverdom ballroom neillsvillewi charli parr amp hobo nephew uncl frank ticket ,0
wtf imma leg charli murphi,0
wtf chick sing th inning stretch giant game wear she like redneck carmen miranda nld,1
wtmf murica say thunderpunch throat sole stomp,0
waddup bitch gotta get tf outta town tonit [LINK],1
wagwuan bitch,1
wait [@] faggot wear seat beat,1
wait min [@] pussi [@] rihanna cologn men probabl smell like curri goat nail clip,1
wait min nigga bitch lol [@] fuckthesteel httr give damn cont [LINK],1
wait minut bowyer caus yellow chase race [@] caution  nascar,0
wait bitchkeep simpl never basic,1
wait [@] take browni,0
wait noooo butt nake bitch  awwwww boy,1
wait mudda cunt hypocrisi,1
wait [@] yall ever put finger lil hole back pussi cool,1
wait browni want browni someon hook,0
wait bitch [@] [@] ,1
wait wetback sycksyl [LINK],1
waka bitch bad fr,1
wake american sheepl nd stop allow pussi azz politician never bust gun [LINK],1
wake bitch,1
wake stoopid dyke [@],1
walk parti boot yo hoe,1
walk bitch like [@] murder test [LINK],1
walk hous knock door blow ass drop drop bitch got saw,1
walk wit new bitch got nigga mad know,1
walk parti playin nelli  air forc one walk outta bitch immedi litter yard,1
wallah drop kick bitch,1
wallah dumb bitch dream fuck lotteri wake earli play fuck hoe,1
wanna find truth somebodi tell em watch real bitch nigga hoe come em,1
want chees whine bitch ,1
want cri caus girl la fit  imma bitch,1
want go get browni stuck doe,0
want touch tha boootyyyyyneeee touch heini ,0
want eat pussi back she sleepsmh,1
warrior aint win shit curri keep playin like bitch,1
finna slit eyebrow shop nahhhhhh                                         ,0
kimbal gym today boy carteramp kimbal hoe wouldv stupid,1
wash hoe,1
washpost describ charli crist bizarr obsess fan leg stop sweat askedansw question dog,0
wash coon hair,1
wassup wit fucc nicca,1
watch stop talk ampamp bitch still tweet,1
watch ima hit hoe later summer finna bestmost livestock parti ,1
watch twitter bitch,1
watch ned crc worldcup puravida [LINK],0
watch nigger lover day come [LINK],1
watch black whigger cri [LINK],1
watch yo hoe,1
watch crow eat sandwich,0
watch steeler colt get blind steeler uniy look like bunch bumblebe,0
watch deadli women malici bitch left  babi sun bake death wtf,1
watch forrest gump taught bitch wanna hoe tire,1
watch richi rich tveven want kick ghetto kid show yuh much money aint thang,0
watch nigger movi menacesocieti tri learn enemi good reconnaiss,1
watchu smile da foe nigguh,1
water whippin bitch bobbi buschi,1
wat ppl call foriegn bitch,1
wave  get splash  splashgang ya bitch,1
way mani pussi lay noth gener liter figur,1
wayn crazi new orlean ass nicca lol,1
wayn went ape shit tht krazi,1
aint gon talk bout yo partna dey aint shit like nicca,1
aint realli wit talkin bitch bout action,1
back bitch [@] [@] [@] [@] [@] [@] [@],1
fan base larg give crap rodger chew guy nobodi bitch bradi man,1
pass dem nicca yr ago fr,1
hella hoe swear want,1
bout next chik fil lmao coupl fag said told like food get never happen ,1
call somebodi wack got raymond felton [@] lin trash,0
trust hoe fam [LINK],1
cocki yea bitch cocki,1
deliv bitch,1
hire bitch,1
love hoe want one night  jayballout onlywantonenight  [LINK],1
play  bitch take back,1
pop bitch slide,1
want yo bitch mane wanna fun,1
got gin mad blunt bitch suck dick,1
got mob tie hoe gangstaz toomob wive bad bitchesbut spend alotta [LINK],1
hate lil nicca lol [@] hate steeler dawg,1
chase os round aint chase hoe round   ,1
know hoe gonna bday [@] [@] [@] plan ,1
know fat hoe big bone ju fat af ,1
live ina gener prais hoe,1
need ut expos hoe page hmmmmm ,1
need start fantasi team ut hoe lol,1
struggl colleg work ice jj fish make money trash lol world come,0
ran bitch fallin love,1
deep bitch might drown,1
trash,1
use sneak cat back wood hollow ceelo ranch toss ass pool lil bitch,1
wacko bird still tweet makedclisten,0
well catch hoe later stay ya grind,1
bring cadav dog charli brown rejectedpeanutsspeci,0
good match retardedn weed,1
go make school look redneck tomorrow,0
weazi bitch birdman jr [LINK],1
webbi retard,1
weed browni gtgtgtgt ,0
weed nigguh retweet,1
weef fitm life fuck flappi bird,1
weekend amaz week use extend weekend celebr success fellow queer folk,0
weird ass bitch,1
weird frost color lipgloss weird,0
welcom land dispossess [LINK] check evil racist whitey sit step etc reconquista woo hoo,0
welcom famili mia meli new puppi ador cute fluffi mutt mybabi girl [LINK],0
weld shirt redneck version tan lol,1
well wish could shoot shit wit bitch daddi gotta get di money one,1
well back prowl bad bitch,1
well jay guess wanna keep hous burn downth bird word yeah jaymohrsport [@],0
well jenna get yellow lab know whenev home,0
well damn lmaooo [@] dyke pictur use girl time,1
well dayum [@] seen bitch knock censor tag cloth patio hammer [LINK],1
well done coon,1
well gahdamn [@] wooooow [@] good job mommi cutest thing blue ivi ever done still ugli nigger babi,1
